event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
29822992996,true,2017-09-28 12:00:00.000,126.412756,33.244914,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822992997,true,2017-09-29 22:25:00.000,126.31233,33.19488,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822992998,true,2017-09-30 21:30:00.000,126.37517,33.16418,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822992999,true,2017-10-01 20:33:00.000,126.65778,33.20812,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993000,true,2017-10-02 02:07:00.000,126.72704,33.27863,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993001,true,2017-10-03 01:39:00.000,126.90845,33.36618,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993002,true,2017-10-04 02:19:00.000,126.87332,33.57853,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993003,true,2017-10-05 10:59:00.000,127.04203,34.15121,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993004,true,2017-10-06 07:07:00.000,127.21309,34.17803,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993005,true,2017-10-07 01:16:00.000,127.30654,34.24156,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993006,true,2017-10-08 11:28:00.000,127.50271,34.31558,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993007,true,2017-10-09 19:00:00.000,127.61593,34.34823,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993008,true,2017-10-10 23:31:00.000,127.63858,34.49055,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993009,true,2017-10-11 10:51:00.000,127.67846,34.49359,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993010,true,2017-10-12 20:14:00.000,127.61773,34.47723,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993011,true,2017-10-13 10:37:00.000,127.55646,34.4811,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993012,true,2017-10-14 09:39:00.000,127.56815,34.39211,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993013,true,2017-10-15 22:36:00.000,127.5381,34.40485,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993014,true,2017-10-16 06:53:00.000,127.54987,34.42961,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993015,true,2017-10-17 12:27:00.000,127.65278,34.35073,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993016,true,2017-10-18 01:35:00.000,127.66148,34.33362,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993017,true,2017-10-19 14:13:00.000,127.64715,34.22276,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993018,true,2017-10-20 13:09:00.000,127.66208,34.15692,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993019,true,2017-10-21 05:56:00.000,127.63306,34.15074,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993020,true,2017-10-22 22:57:00.000,127.55092,34.24247,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
29822993021,true,2017-10-23 05:36:00.000,127.5584,34.21786,"radio-transmitter","Chelonia mydas","36794","KOR0009","Marine bioresource conservation and restoration research"
