event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
29821874250,true,2017-09-28 21:27:00.000,126.412755,33.244913,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874251,true,2017-09-29 19:15:00.000,126.40961,33.23697,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874252,true,2017-09-30 12:20:00.000,125.96941,33.23148,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874253,true,2017-10-01 13:44:00.000,125.53801,33.03161,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874254,true,2017-10-02 07:55:00.000,125.28522,32.91231,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874255,true,2017-10-03 21:37:00.000,125.10661,32.0727,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874256,true,2017-10-04 01:27:00.000,125.05191,32.01706,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874257,true,2017-10-05 14:02:00.000,124.84864,31.4767,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874258,true,2017-10-06 11:59:00.000,125.08375,31.166,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874259,true,2017-10-08 09:27:00.000,124.75052,30.34366,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874260,true,2017-10-09 10:32:00.000,124.98748,30.12436,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874261,true,2017-10-10 09:02:00.000,125.33138,29.89619,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874262,true,2017-10-11 22:40:00.000,126.03069,29.82594,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874263,true,2017-10-12 23:09:00.000,126.68695,29.96737,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874264,true,2017-10-13 08:33:00.000,126.85618,29.8934,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874265,true,2017-10-14 22:44:00.000,127.76042,30.05319,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874266,true,2017-10-15 08:36:00.000,127.84284,30.00387,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874267,true,2017-10-16 22:25:00.000,129.10098,30.24505,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874268,true,2017-10-17 11:26:00.000,129.73717,30.07719,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874269,true,2017-10-19 21:51:00.000,129.94855,29.94896,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874270,true,2017-10-20 23:17:00.000,130.5348,29.63152,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874271,true,2017-10-21 20:28:00.000,131.3418,29.38932,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874272,true,2017-10-22 08:43:00.000,131.60511,29.07717,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874273,true,2017-10-23 12:49:00.000,132.42528,28.5596,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874274,true,2017-10-24 01:12:00.000,132.48619,28.4435,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874275,true,2017-10-25 09:25:00.000,132.31887,27.76231,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
29821874276,true,2017-10-26 00:01:00.000,132.09491,27.51583,"radio-transmitter","Caretta caretta","152987","KOR0008","Marine bioresource conservation and restoration research"
