surveyTargetID,surveyID,surveyTargetType,surveyTargetValue,includeOrExclude,isSurveyTargetFullyReported
P194.2A_landCover,P194.2A,landCover,land cover: dry | subland cover: pasture,include,False
P194.2B_landCover,P194.2B,landCover,land cover: dry | subland cover: pasture,include,False
P197.1A_landCover,P197.1A,landCover,land cover: dry | subland cover: pasture,include,False
P197.1B_landCover,P197.1B,landCover,land cover: dry | subland cover: pasture,include,False
P197.2A_landCover,P197.2A,landCover,land cover: dry | subland cover: moor,include,False
P197.2B_landCover,P197.2B,landCover,land cover: dry | subland cover: moor,include,False
P199.2A_landCover,P199.2A,landCover,land cover: dry | subland cover: pasture,include,False
P199.2B_landCover,P199.2B,landCover,land cover: dry | subland cover: pasture,include,False
P202.2A_landCover,P202.2A,landCover,land cover: urban | subland cover: NA,include,False
P202.2B_landCover,P202.2B,landCover,land cover: urban | subland cover: NA,include,False
P207.1A_landCover,P207.1A,landCover,land cover: forest | subland cover: NA,include,False
P207.1B_landCover,P207.1B,landCover,land cover: forest | subland cover: NA,include,False
P207.2A_landCover,P207.2A,landCover,land cover: wet | subland cover: marsh,include,False
P207.2B_landCover,P207.2B,landCover,land cover: wet | subland cover: marsh,include,False
P208.1A_landCover,P208.1A,landCover,land cover: forest | subland cover: NA,include,False
P208.1B_landCover,P208.1B,landCover,land cover: forest | subland cover: NA,include,False
P208.2A_landCover,P208.2A,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P208.2B_landCover,P208.2B,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P211.1A_landCover,P211.1A,landCover,land cover: urban | subland cover: NA,include,False
P211.1B_landCover,P211.1B,landCover,land cover: urban | subland cover: NA,include,False
P216.1A_landCover,P216.1A,landCover,land cover: forest | subland cover: NA,include,False
P216.1B_landCover,P216.1B,landCover,land cover: forest | subland cover: NA,include,False
P216.2A_landCover,P216.2A,landCover,land cover: dry | subland cover: moor,include,False
P216.2B_landCover,P216.2B,landCover,land cover: dry | subland cover: moor,include,False
P229.2A_landCover,P229.2A,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture",include,False
P229.2B_landCover,P229.2B,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture",include,False
P230.1A_landCover,P230.1A,landCover,land cover: urban | subland cover: NA,include,False
P230.1B_landCover,P230.1B,landCover,land cover: urban | subland cover: NA,include,False
P230.2A_landCover,P230.2A,landCover,land cover: urban | subland cover: NA,include,False
P230.2B_landCover,P230.2B,landCover,land cover: urban | subland cover: NA,include,False
P231.1A_landCover,P231.1A,landCover,land cover: urban | subland cover: NA,include,False
P231.1B_landCover,P231.1B,landCover,land cover: urban | subland cover: NA,include,False
P239.1A_landCover,P239.1A,landCover,land cover: urban | subland cover: NA,include,False
P239.1B_landCover,P239.1B,landCover,land cover: urban | subland cover: NA,include,False
P239.2A_landCover,P239.2A,landCover,land cover: forest | subland cover: NA,include,False
P239.2B_landCover,P239.2B,landCover,land cover: forest | subland cover: NA,include,False
P241.1A_landCover,P241.1A,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",include,False
P241.1B_landCover,P241.1B,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",include,False
P241.2A_landCover,P241.2A,landCover,land cover: forest | subland cover: NA,include,False
P241.2B_landCover,P241.2B,landCover,land cover: forest | subland cover: NA,include,False
P245.1A_landCover,P245.1A,landCover,land cover: dry | subland cover: pasture,include,False
P245.1B_landCover,P245.1B,landCover,land cover: dry | subland cover: pasture,include,False
P245.2A_landCover,P245.2A,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P245.2B_landCover,P245.2B,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P253.2A_landCover,P253.2A,landCover,land cover: dry | subland cover: moor,include,False
P253.2B_landCover,P253.2B,landCover,land cover: dry | subland cover: moor,include,False
P255.1A_landCover,P255.1A,landCover,land cover: wet | subland cover: meadow,include,False
P255.1B_landCover,P255.1B,landCover,land cover: wet | subland cover: meadow,include,False
P255.2A_landCover,P255.2A,landCover,"land cover: wet | subland cover: meadow, marsh",include,False
P255.2B_landCover,P255.2B,landCover,"land cover: wet | subland cover: meadow, marsh",include,False
P256.1A_landCover,P256.1A,landCover,land cover: forest | subland cover: NA,include,False
P256.1B_landCover,P256.1B,landCover,land cover: forest | subland cover: NA,include,False
P256.2A_landCover,P256.2A,landCover,"land cover: dry, agriculture | subland cover: intensive agriculture",include,False
P256.2B_landCover,P256.2B,landCover,"land cover: dry, agriculture | subland cover: intensive agriculture",include,False
P257.1A_landCover,P257.1A,landCover,land cover: dry | subland cover: pasture,include,False
P257.1B_landCover,P257.1B,landCover,land cover: dry | subland cover: pasture,include,False
P257.2A_landCover,P257.2A,landCover,"land cover: dry, wet | subland cover: meadow, pasture",include,False
P257.2B_landCover,P257.2B,landCover,"land cover: dry, wet | subland cover: meadow, pasture",include,False
P261.1A_landCover,P261.1A,landCover,land cover: dry | subland cover: pasture,include,False
P261.1B_landCover,P261.1B,landCover,land cover: dry | subland cover: pasture,include,False
P261.2A_landCover,P261.2A,landCover,"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture",include,False
P261.2B_landCover,P261.2B,landCover,"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture",include,False
P264.1A_landCover,P264.1A,landCover,"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture",include,False
P264.1B_landCover,P264.1B,landCover,"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture",include,False
P264.2A_landCover,P264.2A,landCover,"land cover: agriculture | subland cover: intensive agriculture, cropfield",include,False
P264.2B_landCover,P264.2B,landCover,"land cover: agriculture | subland cover: intensive agriculture, cropfield",include,False
P265.1A_landCover,P265.1A,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P265.1B_landCover,P265.1B,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P267.1A_landCover,P267.1A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P267.1B_landCover,P267.1B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P267.2A_landCover,P267.2A,landCover,land cover: urban | subland cover: NA,include,False
P267.2B_landCover,P267.2B,landCover,land cover: urban | subland cover: NA,include,False
P277.1A_landCover,P277.1A,landCover,land cover: urban | subland cover: NA,include,False
P277.1B_landCover,P277.1B,landCover,land cover: urban | subland cover: NA,include,False
P277.2A_landCover,P277.2A,landCover,"land cover: dry, wet | subland cover: pasture, beach meadow, lake",include,False
P277.2B_landCover,P277.2B,landCover,"land cover: dry, wet | subland cover: pasture, beach meadow, lake",include,False
P287.1A_landCover,P287.1A,landCover,land cover: forest | subland cover: NA,include,False
P287.1B_landCover,P287.1B,landCover,land cover: forest | subland cover: NA,include,False
P287.2A_landCover,P287.2A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P287.2B_landCover,P287.2B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P293.1A_landCover,P293.1A,landCover,land cover: forest | subland cover: NA,include,False
P293.1B_landCover,P293.1B,landCover,land cover: forest | subland cover: NA,include,False
P294.1A_landCover,P294.1A,landCover,land cover: forest | subland cover: NA,include,False
P294.1B_landCover,P294.1B,landCover,land cover: forest | subland cover: NA,include,False
P294.2A_landCover,P294.2A,landCover,land cover: dry | subland cover: pasture,include,False
P294.2B_landCover,P294.2B,landCover,land cover: dry | subland cover: pasture,include,False
P301.1A_landCover,P301.1A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P301.1B_landCover,P301.1B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P303.1A_landCover,P303.1A,landCover,"land cover: wet | subland cover: lake, beach meadow",include,False
P303.1B_landCover,P303.1B,landCover,"land cover: wet | subland cover: lake, beach meadow",include,False
P303.2A_landCover,P303.2A,landCover,"land cover: wet | subland cover: meadow, marsh",include,False
P303.2B_landCover,P303.2B,landCover,"land cover: wet | subland cover: meadow, marsh",include,False
P305.1A_landCover,P305.1A,landCover,land cover: forest | subland cover: NA,include,False
P305.1B_landCover,P305.1B,landCover,land cover: forest | subland cover: NA,include,False
P308.1A_landCover,P308.1A,landCover,land cover: urban | subland cover: NA,include,False
P308.1B_landCover,P308.1B,landCover,land cover: urban | subland cover: NA,include,False
P313.1A_landCover,P313.1A,landCover,land cover: urban | subland cover: NA,include,False
P313.1B_landCover,P313.1B,landCover,land cover: urban | subland cover: NA,include,False
P313.2A_landCover,P313.2A,landCover,land cover: forest | subland cover: NA,include,False
P313.2B_landCover,P313.2B,landCover,land cover: forest | subland cover: NA,include,False
P315.2A_landCover,P315.2A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P315.2B_landCover,P315.2B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P318.2A_landCover,P318.2A,landCover,land cover: dry | subland cover: moor,include,False
P318.2B_landCover,P318.2B,landCover,land cover: dry | subland cover: moor,include,False
P320.1A_landCover,P320.1A,landCover,"land cover: wet | subland cover: lake, beach meadow",include,False
P320.1B_landCover,P320.1B,landCover,"land cover: wet | subland cover: lake, beach meadow",include,False
P324.1A_landCover,P324.1A,landCover,land cover: urban | subland cover: NA,include,False
P324.1B_landCover,P324.1B,landCover,land cover: urban | subland cover: NA,include,False
P324.2A_landCover,P324.2A,landCover,land cover: forest | subland cover: NA,include,False
P324.2B_landCover,P324.2B,landCover,land cover: forest | subland cover: NA,include,False
P325.2A_landCover,P325.2A,landCover,"land cover: dry | subland cover: moor, pasture",include,False
P325.2B_landCover,P325.2B,landCover,"land cover: dry | subland cover: moor, pasture",include,False
P333.1A_landCover,P333.1A,landCover,land cover: dry | subland cover: pasture,include,False
P333.1B_landCover,P333.1B,landCover,land cover: dry | subland cover: pasture,include,False
P333.2A_landCover,P333.2A,landCover,land cover: urban | subland cover: NA,include,False
P333.2B_landCover,P333.2B,landCover,land cover: urban | subland cover: NA,include,False
P336.1A_landCover,P336.1A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P336.1B_landCover,P336.1B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P338.1A_landCover,P338.1A,landCover,"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture",include,False
P338.1B_landCover,P338.1B,landCover,"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture",include,False
P339.2A_landCover,P339.2A,landCover,"land cover: dry, agriculture | subland cover: pasture, intensive agriculture",include,False
P339.2B_landCover,P339.2B,landCover,"land cover: dry, agriculture | subland cover: pasture, intensive agriculture",include,False
P342.1A_landCover,P342.1A,landCover,"land cover: wet | subland cover: meadow, lake",include,False
P342.1B_landCover,P342.1B,landCover,"land cover: wet | subland cover: meadow, lake",include,False
P342.2A_landCover,P342.2A,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P342.2B_landCover,P342.2B,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P346.1A_landCover,P346.1A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P346.1B_landCover,P346.1B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P347.1A_landCover,P347.1A,landCover,land cover: urban | subland cover: NA,include,False
P347.1B_landCover,P347.1B,landCover,land cover: urban | subland cover: NA,include,False
P355.1A_landCover,P355.1A,landCover,land cover: urban | subland cover: NA,include,False
P355.1B_landCover,P355.1B,landCover,land cover: urban | subland cover: NA,include,False
P355.2A_landCover,P355.2A,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture",include,False
P355.2B_landCover,P355.2B,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture",include,False
P360.1A_landCover,P360.1A,landCover,"land cover: dry, agriculture | subland cover: pasture, intensive agriculture",include,False
P360.1B_landCover,P360.1B,landCover,"land cover: dry, agriculture | subland cover: pasture, intensive agriculture",include,False
P363.1A_landCover,P363.1A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P363.1B_landCover,P363.1B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P363.2A_landCover,P363.2A,landCover,"land cover: wet | subland cover: meadow, marsh",include,False
P363.2B_landCover,P363.2B,landCover,"land cover: wet | subland cover: meadow, marsh",include,False
P365.1A_landCover,P365.1A,landCover,land cover: forest | subland cover: NA,include,False
P365.1B_landCover,P365.1B,landCover,land cover: forest | subland cover: NA,include,False
P367.1A_landCover,P367.1A,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P367.1B_landCover,P367.1B,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P367.2A_landCover,P367.2A,landCover,land cover: forest | subland cover: NA,include,False
P367.2B_landCover,P367.2B,landCover,land cover: forest | subland cover: NA,include,False
P368.2A_landCover,P368.2A,landCover,land cover: wet | subland cover: marsh,include,False
P368.2B_landCover,P368.2B,landCover,land cover: wet | subland cover: marsh,include,False
P373.2A_landCover,P373.2A,landCover,land cover: urban | subland cover: NA,include,False
P373.2B_landCover,P373.2B,landCover,land cover: urban | subland cover: NA,include,False
P382.1A_landCover,P382.1A,landCover,land cover: forest | subland cover: NA,include,False
P382.1B_landCover,P382.1B,landCover,land cover: forest | subland cover: NA,include,False
P383.1A_landCover,P383.1A,landCover,land cover: wet | subland cover: meadow,include,False
P383.1B_landCover,P383.1B,landCover,land cover: wet | subland cover: meadow,include,False
P383.2A_landCover,P383.2A,landCover,land cover: urban | subland cover: NA,include,False
P383.2B_landCover,P383.2B,landCover,land cover: urban | subland cover: NA,include,False
P384.1A_landCover,P384.1A,landCover,land cover: dry | subland cover: pasture,include,False
P384.1B_landCover,P384.1B,landCover,land cover: dry | subland cover: pasture,include,False
P384.2A_landCover,P384.2A,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, cropfield",include,False
P384.2B_landCover,P384.2B,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, cropfield",include,False
P386.2A_landCover,P386.2A,landCover,"land cover: dry, agriculture | subland cover: pasture, intensive agriculture, semi-intensive agriculture",include,False
P386.2B_landCover,P386.2B,landCover,"land cover: dry, agriculture | subland cover: pasture, intensive agriculture, semi-intensive agriculture",include,False
P387.1A_landCover,P387.1A,landCover,land cover: urban | subland cover: NA,include,False
P387.1B_landCover,P387.1B,landCover,land cover: urban | subland cover: NA,include,False
P387.2A_landCover,P387.2A,landCover,land cover: urban | subland cover: NA,include,False
P387.2B_landCover,P387.2B,landCover,land cover: urban | subland cover: NA,include,False
P391.1A_landCover,P391.1A,landCover,"land cover: wet | subland cover: marsh, lake",include,False
P391.1B_landCover,P391.1B,landCover,"land cover: wet | subland cover: marsh, lake",include,False
P391.2A_landCover,P391.2A,landCover,land cover: wet | subland cover: lake,include,False
P391.2B_landCover,P391.2B,landCover,land cover: wet | subland cover: lake,include,False
P395.1A_landCover,P395.1A,landCover,land cover: forest | subland cover: NA,include,False
P395.1B_landCover,P395.1B,landCover,land cover: forest | subland cover: NA,include,False
P396.1A_landCover,P396.1A,landCover,"land cover: wet, dry, forest | subland cover: meadow, marsh, moor",include,False
P396.1B_landCover,P396.1B,landCover,"land cover: wet, dry, forest | subland cover: meadow, marsh, moor",include,False
P397.1A_landCover,P397.1A,landCover,land cover: NA | subland cover: NA,include,False
P397.1B_landCover,P397.1B,landCover,land cover: NA | subland cover: NA,include,False
P45.2A_landCover,P45.2A,landCover,land cover: wet | subland cover: marsh,include,False
P45.2B_landCover,P45.2B,landCover,land cover: wet | subland cover: marsh,include,False
P5.1A_landCover,P5.1A,landCover,"land cover: wet | subland cover: beach meadow, marsh, meadow, lake",include,False
P5.1B_landCover,P5.1B,landCover,"land cover: wet | subland cover: beach meadow, marsh, meadow, lake",include,False
P5.2A_landCover,P5.2A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P5.2B_landCover,P5.2B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P53.1A_landCover,P53.1A,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",include,False
P53.1B_landCover,P53.1B,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",include,False
P53.2A_landCover,P53.2A,landCover,"land cover: forest, dry | subland cover: pasture",include,False
P53.2B_landCover,P53.2B,landCover,"land cover: forest, dry | subland cover: pasture",include,False
P56.1A_landCover,P56.1A,landCover,land cover: wet | subland cover: marsh,include,False
P56.1B_landCover,P56.1B,landCover,land cover: wet | subland cover: marsh,include,False
P56.2A_landCover,P56.2A,landCover,land cover: forest | subland cover: NA,include,False
P56.2B_landCover,P56.2B,landCover,land cover: forest | subland cover: NA,include,False
P62.1A_landCover,P62.1A,landCover,land cover: forest | subland cover: NA,include,False
P62.1B_landCover,P62.1B,landCover,land cover: forest | subland cover: NA,include,False
P62.2A_landCover,P62.2A,landCover,land cover: dry | subland cover: pasture,include,False
P62.2B_landCover,P62.2B,landCover,land cover: dry | subland cover: pasture,include,False
P71.1A_landCover,P71.1A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P71.1B_landCover,P71.1B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P71.2A_landCover,P71.2A,landCover,"land cover: wet | subland cover: marsh, lake",include,False
P71.2B_landCover,P71.2B,landCover,"land cover: wet | subland cover: marsh, lake",include,False
P75.1A_landCover,P75.1A,landCover,land cover: urban | subland cover: NA,include,False
P75.1B_landCover,P75.1B,landCover,land cover: urban | subland cover: NA,include,False
P75.2A_landCover,P75.2A,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P75.2B_landCover,P75.2B,landCover,"land cover: wet | subland cover: meadow, marsh, lake",include,False
P92.1A_landCover,P92.1A,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",include,False
P92.1B_landCover,P92.1B,landCover,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",include,False
P92.2A_landCover,P92.2A,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P92.2B_landCover,P92.2B,landCover,land cover: agriculture | subland cover: intensive agriculture,include,False
P94.1A_landCover,P94.1A,landCover,"land cover: dry | subland cover: moor, pasture",include,False
P94.1B_landCover,P94.1B,landCover,"land cover: dry | subland cover: moor, pasture",include,False
P94.2A_landCover,P94.2A,landCover,land cover: wet | subland cover: beach meadow,include,False
P94.2B_landCover,P94.2B,landCover,land cover: wet | subland cover: beach meadow,include,False
P97.1A_landCover,P97.1A,landCover,land cover: urban | subland cover: NA,include,False
P97.1B_landCover,P97.1B,landCover,land cover: urban | subland cover: NA,include,False
P97.2A_landCover,P97.2A,landCover,land cover: dry | subland cover: pasture,include,False
P97.2B_landCover,P97.2B,landCover,land cover: dry | subland cover: pasture,include,False
P1.1A_lifeStage,P1.1A,lifeStage,adult,include,True
P1.1B_lifeStage,P1.1B,lifeStage,adult,include,True
P200.1A_lifeStage,P200.1A,lifeStage,adult,include,True
P200.1B_lifeStage,P200.1B,lifeStage,adult,include,True
P1.2A_lifeStage,P1.2A,lifeStage,adult,include,True
P1.2B_lifeStage,P1.2B,lifeStage,adult,include,True
P200.2A_lifeStage,P200.2A,lifeStage,adult,include,True
P200.2B_lifeStage,P200.2B,lifeStage,adult,include,True
P2.1A_lifeStage,P2.1A,lifeStage,adult,include,True
P2.1B_lifeStage,P2.1B,lifeStage,adult,include,True
P2.2A_lifeStage,P2.2A,lifeStage,adult,include,True
P2.2B_lifeStage,P2.2B,lifeStage,adult,include,True
P3.1A_lifeStage,P3.1A,lifeStage,adult,include,True
P3.1B_lifeStage,P3.1B,lifeStage,adult,include,True
P310.1A_lifeStage,P310.1A,lifeStage,adult,include,True
P310.1B_lifeStage,P310.1B,lifeStage,adult,include,True
P3.2A_lifeStage,P3.2A,lifeStage,adult,include,True
P3.2B_lifeStage,P3.2B,lifeStage,adult,include,True
P196.1A_lifeStage,P196.1A,lifeStage,adult,include,True
P196.1B_lifeStage,P196.1B,lifeStage,adult,include,True
P4.1A_lifeStage,P4.1A,lifeStage,adult,include,True
P4.1B_lifeStage,P4.1B,lifeStage,adult,include,True
P4.2A_lifeStage,P4.2A,lifeStage,adult,include,True
P4.2B_lifeStage,P4.2B,lifeStage,adult,include,True
P6.1A_lifeStage,P6.1A,lifeStage,adult,include,True
P6.1B_lifeStage,P6.1B,lifeStage,adult,include,True
P6.2A_lifeStage,P6.2A,lifeStage,adult,include,True
P6.2B_lifeStage,P6.2B,lifeStage,adult,include,True
P7.1A_lifeStage,P7.1A,lifeStage,adult,include,True
P7.1B_lifeStage,P7.1B,lifeStage,adult,include,True
P283.1A_lifeStage,P283.1A,lifeStage,adult,include,True
P283.1B_lifeStage,P283.1B,lifeStage,adult,include,True
P7.2A_lifeStage,P7.2A,lifeStage,adult,include,True
P7.2B_lifeStage,P7.2B,lifeStage,adult,include,True
P8.1A_lifeStage,P8.1A,lifeStage,adult,include,True
P8.1B_lifeStage,P8.1B,lifeStage,adult,include,True
P199.1A_lifeStage,P199.1A,lifeStage,adult,include,True
P199.1B_lifeStage,P199.1B,lifeStage,adult,include,True
P8.2A_lifeStage,P8.2A,lifeStage,adult,include,True
P8.2B_lifeStage,P8.2B,lifeStage,adult,include,True
P302.1A_lifeStage,P302.1A,lifeStage,adult,include,True
P302.1B_lifeStage,P302.1B,lifeStage,adult,include,True
P9.1A_lifeStage,P9.1A,lifeStage,adult,include,True
P9.1B_lifeStage,P9.1B,lifeStage,adult,include,True
P302.2A_lifeStage,P302.2A,lifeStage,adult,include,True
P302.2B_lifeStage,P302.2B,lifeStage,adult,include,True
P9.2A_lifeStage,P9.2A,lifeStage,adult,include,True
P9.2B_lifeStage,P9.2B,lifeStage,adult,include,True
P10.1A_lifeStage,P10.1A,lifeStage,adult,include,True
P10.1B_lifeStage,P10.1B,lifeStage,adult,include,True
P10.2A_lifeStage,P10.2A,lifeStage,adult,include,True
P10.2B_lifeStage,P10.2B,lifeStage,adult,include,True
P346.2A_lifeStage,P346.2A,lifeStage,adult,include,True
P346.2B_lifeStage,P346.2B,lifeStage,adult,include,True
P11.1A_lifeStage,P11.1A,lifeStage,adult,include,True
P11.1B_lifeStage,P11.1B,lifeStage,adult,include,True
P209.1A_lifeStage,P209.1A,lifeStage,adult,include,True
P209.1B_lifeStage,P209.1B,lifeStage,adult,include,True
P11.2A_lifeStage,P11.2A,lifeStage,adult,include,True
P11.2B_lifeStage,P11.2B,lifeStage,adult,include,True
P209.2A_lifeStage,P209.2A,lifeStage,adult,include,True
P209.2B_lifeStage,P209.2B,lifeStage,adult,include,True
P12.1A_lifeStage,P12.1A,lifeStage,adult,include,True
P12.1B_lifeStage,P12.1B,lifeStage,adult,include,True
P210.1A_lifeStage,P210.1A,lifeStage,adult,include,True
P210.1B_lifeStage,P210.1B,lifeStage,adult,include,True
P12.2A_lifeStage,P12.2A,lifeStage,adult,include,True
P12.2B_lifeStage,P12.2B,lifeStage,adult,include,True
P210.2A_lifeStage,P210.2A,lifeStage,adult,include,True
P210.2B_lifeStage,P210.2B,lifeStage,adult,include,True
P13.1A_lifeStage,P13.1A,lifeStage,adult,include,True
P13.1B_lifeStage,P13.1B,lifeStage,adult,include,True
P300.1A_lifeStage,P300.1A,lifeStage,adult,include,True
P300.1B_lifeStage,P300.1B,lifeStage,adult,include,True
P13.2A_lifeStage,P13.2A,lifeStage,adult,include,True
P13.2B_lifeStage,P13.2B,lifeStage,adult,include,True
P300.2A_lifeStage,P300.2A,lifeStage,adult,include,True
P300.2B_lifeStage,P300.2B,lifeStage,adult,include,True
P15.1A_lifeStage,P15.1A,lifeStage,adult,include,True
P15.1B_lifeStage,P15.1B,lifeStage,adult,include,True
P224.1A_lifeStage,P224.1A,lifeStage,adult,include,True
P224.1B_lifeStage,P224.1B,lifeStage,adult,include,True
P15.2A_lifeStage,P15.2A,lifeStage,adult,include,True
P15.2B_lifeStage,P15.2B,lifeStage,adult,include,True
P224.2A_lifeStage,P224.2A,lifeStage,adult,include,True
P224.2B_lifeStage,P224.2B,lifeStage,adult,include,True
P16.1A_lifeStage,P16.1A,lifeStage,adult,include,True
P16.1B_lifeStage,P16.1B,lifeStage,adult,include,True
P16.2A_lifeStage,P16.2A,lifeStage,adult,include,True
P16.2B_lifeStage,P16.2B,lifeStage,adult,include,True
P323.1A_lifeStage,P323.1A,lifeStage,adult,include,True
P323.1B_lifeStage,P323.1B,lifeStage,adult,include,True
P17.1A_lifeStage,P17.1A,lifeStage,adult,include,True
P17.1B_lifeStage,P17.1B,lifeStage,adult,include,True
P270.1A_lifeStage,P270.1A,lifeStage,adult,include,True
P270.1B_lifeStage,P270.1B,lifeStage,adult,include,True
P17.2A_lifeStage,P17.2A,lifeStage,adult,include,True
P17.2B_lifeStage,P17.2B,lifeStage,adult,include,True
P270.2A_lifeStage,P270.2A,lifeStage,adult,include,True
P270.2B_lifeStage,P270.2B,lifeStage,adult,include,True
P18.1A_lifeStage,P18.1A,lifeStage,adult,include,True
P18.1B_lifeStage,P18.1B,lifeStage,adult,include,True
P18.2A_lifeStage,P18.2A,lifeStage,adult,include,True
P18.2B_lifeStage,P18.2B,lifeStage,adult,include,True
P19.1A_lifeStage,P19.1A,lifeStage,adult,include,True
P19.1B_lifeStage,P19.1B,lifeStage,adult,include,True
P195.1A_lifeStage,P195.1A,lifeStage,adult,include,True
P195.1B_lifeStage,P195.1B,lifeStage,adult,include,True
P19.2A_lifeStage,P19.2A,lifeStage,adult,include,True
P19.2B_lifeStage,P19.2B,lifeStage,adult,include,True
P20.1A_lifeStage,P20.1A,lifeStage,adult,include,True
P20.1B_lifeStage,P20.1B,lifeStage,adult,include,True
P284.1A_lifeStage,P284.1A,lifeStage,adult,include,True
P284.1B_lifeStage,P284.1B,lifeStage,adult,include,True
P20.2A_lifeStage,P20.2A,lifeStage,adult,include,True
P20.2B_lifeStage,P20.2B,lifeStage,adult,include,True
P21.1A_lifeStage,P21.1A,lifeStage,adult,include,True
P21.1B_lifeStage,P21.1B,lifeStage,adult,include,True
P269.1A_lifeStage,P269.1A,lifeStage,adult,include,True
P269.1B_lifeStage,P269.1B,lifeStage,adult,include,True
P21.2A_lifeStage,P21.2A,lifeStage,adult,include,True
P21.2B_lifeStage,P21.2B,lifeStage,adult,include,True
P22.1A_lifeStage,P22.1A,lifeStage,adult,include,True
P22.1B_lifeStage,P22.1B,lifeStage,adult,include,True
P22.2A_lifeStage,P22.2A,lifeStage,adult,include,True
P22.2B_lifeStage,P22.2B,lifeStage,adult,include,True
P23.1A_lifeStage,P23.1A,lifeStage,adult,include,True
P23.1B_lifeStage,P23.1B,lifeStage,adult,include,True
P194.1A_lifeStage,P194.1A,lifeStage,adult,include,True
P194.1B_lifeStage,P194.1B,lifeStage,adult,include,True
P23.2A_lifeStage,P23.2A,lifeStage,adult,include,True
P23.2B_lifeStage,P23.2B,lifeStage,adult,include,True
P228.1A_lifeStage,P228.1A,lifeStage,adult,include,True
P228.1B_lifeStage,P228.1B,lifeStage,adult,include,True
P24.1A_lifeStage,P24.1A,lifeStage,adult,include,True
P24.1B_lifeStage,P24.1B,lifeStage,adult,include,True
P228.2A_lifeStage,P228.2A,lifeStage,adult,include,True
P228.2B_lifeStage,P228.2B,lifeStage,adult,include,True
P24.2A_lifeStage,P24.2A,lifeStage,adult,include,True
P24.2B_lifeStage,P24.2B,lifeStage,adult,include,True
P25.1A_lifeStage,P25.1A,lifeStage,adult,include,True
P25.1B_lifeStage,P25.1B,lifeStage,adult,include,True
P279.1A_lifeStage,P279.1A,lifeStage,adult,include,True
P279.1B_lifeStage,P279.1B,lifeStage,adult,include,True
P25.2A_lifeStage,P25.2A,lifeStage,adult,include,True
P25.2B_lifeStage,P25.2B,lifeStage,adult,include,True
P279.2A_lifeStage,P279.2A,lifeStage,adult,include,True
